Date,Platform,Campaign_Name,Campaign_Type,Impressions,Clicks,Cost,Conversions,Revenue
2025-04-19,Google Ads,Google_Traffic_April,Traffic,6304,150,209.61,4,269.9
2025-04-19,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,18125,656,688.3,25,1468.33
2025-04-19,TikTok Ads,TikTok_Awareness_April,Awareness,34963,306,105.35,0,0.0
2025-04-19,TikTok Ads,TikTok_Retargeting_April,Retargeting,45439,575,142.82,4,88.56
2025-04-19,TikTok Ads,TikTok_Retargeting_April,Retargeting,63941,949,298.46,24,1021.26
2025-04-19,TikTok Ads,TikTok_Awareness_April,Awareness,54709,472,206.35,0,0.0
2025-04-20,Facebook Ads,Facebook_Retargeting_April,Retargeting,26976,670,296.87,21,496.77
2025-04-20,Facebook Ads,Facebook_Awareness_April,Awareness,31694,683,1026.8,1,28.44
2025-04-20,Facebook Ads,Facebook_Awareness_April,Awareness,43219,360,75.08,1,69.97
2025-04-20,Google Ads,Google_Awareness_April,Awareness,22343,727,790.14,3,210.8
2025-04-20,Google Ads,Google_Retargeting_April,Retargeting,17747,1321,2176.8,54,1376.1
2025-04-20,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,14885,687,774.18,55,3580.82
2025-04-20,TikTok Ads,TikTok_Traffic_April,Traffic,11401,150,38.05,1,30.18
2025-04-20,TikTok Ads,TikTok_Awareness_April,Awareness,57198,361,161.6,0,0.0
2025-04-20,TikTok Ads,TikTok_Sales_Conversion_April,Sales_Conversion,45130,354,94.99,4,149.9
2025-04-20,TikTok Ads,TikTok_Retargeting_April,Retargeting,34363,307,129.03,5,189.82
2025-04-21,Facebook Ads,Facebook_Sales_Conversion_April,Sales_Conversion,5796,93,61.71,1,62.43
2025-04-21,Facebook Ads,Facebook_Retargeting_April,Retargeting,40603,1326,1841.75,13,761.56
2025-04-21,Facebook Ads,Facebook_Sales_Conversion_April,Sales_Conversion,46374,587,537.38,18,550.2
2025-04-21,Facebook Ads,Facebook_Retargeting_April,Retargeting,45737,1365,1339.9,34,1791.89
2025-04-21,Google Ads,Google_Retargeting_April,Retargeting,40244,3150,4747.52,136,11806.76
2025-04-21,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,23002,1067,1996.97,35,2038.83
2025-04-21,Google Ads,Google_Retargeting_April,Retargeting,17206,1305,1603.32,34,2068.64
2025-04-21,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,23928,1235,2585.84,17,750.85
2025-04-21,TikTok Ads,TikTok_Sales_Conversion_April,Sales_Conversion,16033,139,83.34,1,10.12
2025-04-21,TikTok Ads,TikTok_Traffic_April,Traffic,73210,690,216.12,2,54.65
2025-04-21,TikTok Ads,TikTok_Awareness_April,Awareness,42837,203,164.72,0,0.0
2025-04-21,TikTok Ads,TikTok_Sales_Conversion_April,Sales_Conversion,51788,472,151.12,4,109.72
2025-04-22,Facebook Ads,Facebook_Retargeting_April,Retargeting,52246,1448,1123.69,21,998.25
2025-04-22,Facebook Ads,Facebook_Traffic_April,Traffic,7388,200,193.54,4,233.18
2025-04-22,Facebook Ads,Facebook_Traffic_April,Traffic,40464,444,528.54,5,180.91
2025-04-22,Google Ads,Google_Retargeting_April,Retargeting,32862,3750,5970.37,195,8520.22
2025-04-22,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,51382,2568,5358.77,84,5776.84
2025-04-22,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,24385,1150,1786.59,49,1448.31
2025-04-22,TikTok Ads,TikTok_Sales_Conversion_April,Sales_Conversion,31738,214,81.32,2,52.62
2025-04-22,TikTok Ads,TikTok_Awareness_April,Awareness,27485,208,84.19,0,0.0
2025-04-23,Facebook Ads,Facebook_Traffic_April,Traffic,16243,261,171.96,6,255.41
2025-04-23,Facebook Ads,Facebook_Retargeting_April,Retargeting,24996,349,274.17,12,566.14
2025-04-23,Facebook Ads,Facebook_Retargeting_April,Retargeting,33163,347,363.9,12,674.32
2025-04-23,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,23963,1497,3097.61,60,4157.13
2025-04-23,Google Ads,Google_Awareness_April,Awareness,36019,1475,2470.25,2,112.65
2025-04-23,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,7692,191,196.79,7,514.56
2025-04-23,TikTok Ads,TikTok_Sales_Conversion_April,Sales_Conversion,54256,485,166.19,4,93.25
2025-04-23,TikTok Ads,TikTok_Traffic_April,Traffic,63275,780,281.95,10,289.63
2025-04-23,TikTok Ads,TikTok_Awareness_April,Awareness,41441,235,103.18,0,0.0
2025-04-23,TikTok Ads,TikTok_Sales_Conversion_April,Sales_Conversion,8018,97,64.09,1,30.64
2025-04-24,Facebook Ads,Facebook_Awareness_April,Awareness,11231,200,144.4,0,0.0
2025-04-24,Facebook Ads,Facebook_Sales_Conversion_April,Sales_Conversion,27919,366,290.09,4,79.67
2025-04-24,Facebook Ads,Facebook_Sales_Conversion_April,Sales_Conversion,33423,470,482.24,18,904.48
2025-04-24,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,43461,3354,2480.71,121,10336.83
2025-04-24,Google Ads,Google_Awareness_April,Awareness,48711,2622,2276.65,2,113.21
2025-04-24,Google Ads,Google_Traffic_April,Traffic,40946,1705,2854.12,75,4978.19
2025-04-24,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,35267,1741,2282.5,69,4602.88
2025-04-24,TikTok Ads,TikTok_Traffic_April,Traffic,18405,220,72.88,1,26.9
2025-04-24,TikTok Ads,TikTok_Awareness_April,Awareness,71992,673,170.93,0,0.0
2025-04-24,TikTok Ads,TikTok_Retargeting_April,Retargeting,50188,614,165.3,6,184.52
2025-04-24,TikTok Ads,TikTok_Sales_Conversion_April,Sales_Conversion,65522,458,89.37,3,79.89
2025-04-25,Facebook Ads,Facebook_Awareness_April,Awareness,39102,211,104.07,0,0.0
2025-04-25,Facebook Ads,Facebook_Awareness_April,Awareness,31742,368,293.21,1,69.07
2025-04-25,Google Ads,Google_Traffic_April,Traffic,14287,371,497.34,22,1937.26
2025-04-25,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,22434,992,1773.27,47,4510.83
2025-04-25,Google Ads,Google_Awareness_April,Awareness,8872,291,501.02,0,0.0
2025-04-25,TikTok Ads,TikTok_Sales_Conversion_April,Sales_Conversion,10622,34,17.29,0,0.0
2025-04-25,TikTok Ads,TikTok_Sales_Conversion_April,Sales_Conversion,45353,445,245.62,3,109.83
2025-04-25,TikTok Ads,TikTok_Retargeting_April,Retargeting,7413,108,9.46,0,0.0
2025-04-26,Facebook Ads,Facebook_Awareness_April,Awareness,23632,450,627.21,1,40.83
2025-04-26,Facebook Ads,Facebook_Sales_Conversion_April,Sales_Conversion,26284,524,761.57,15,677.51
2025-04-26,Facebook Ads,Facebook_Traffic_April,Traffic,14711,292,271.61,9,547.89
2025-04-26,Facebook Ads,Facebook_Traffic_April,Traffic,11182,178,177.99,4,239.69
2025-04-26,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,27498,2058,2446.25,82,1638.48
2025-04-26,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,34810,1332,3243.5,69,3081.19
2025-04-26,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,24680,578,874.85,26,1612.29
2025-04-26,TikTok Ads,TikTok_Awareness_April,Awareness,40458,138,65.32,0,0.0
2025-04-26,TikTok Ads,TikTok_Sales_Conversion_April,Sales_Conversion,10940,82,21.69,0,0.0
2025-04-27,Facebook Ads,Facebook_Retargeting_April,Retargeting,28446,374,480.08,15,1009.25
2025-04-27,Facebook Ads,Facebook_Traffic_April,Traffic,24845,324,227.4,3,69.34
2025-04-27,Facebook Ads,Facebook_Awareness_April,Awareness,46473,532,497.48,1,34.69
2025-04-27,Google Ads,Google_Retargeting_April,Retargeting,31851,2348,845.77,133,7182.48
2025-04-27,Google Ads,Google_Traffic_April,Traffic,49214,1906,2732.96,117,6660.03
2025-04-27,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,24480,1136,1438.51,21,1554.91
2025-04-27,TikTok Ads,TikTok_Traffic_April,Traffic,45464,512,68.59,2,77.41
2025-04-27,TikTok Ads,TikTok_Traffic_April,Traffic,62490,642,638.44,4,93.63
2025-04-27,TikTok Ads,TikTok_Awareness_April,Awareness,33222,148,70.32,0,0.0
2025-04-28,Facebook Ads,Facebook_Traffic_April,Traffic,10729,148,115.42,2,20.0
2025-04-28,Facebook Ads,Facebook_Awareness_April,Awareness,32117,387,212.26,1,40.34
2025-04-28,Google Ads,Google_Awareness_April,Awareness,43810,1793,3114.64,8,582.38
2025-04-28,Google Ads,Google_Retargeting_April,Retargeting,27043,2226,2948.63,67,4101.5
2025-04-28,TikTok Ads,TikTok_Retargeting_April,Retargeting,25532,165,166.11,4,88.62
2025-04-28,TikTok Ads,TikTok_Awareness_April,Awareness,49315,456,236.59,0,0.0
2025-04-29,Facebook Ads,Facebook_Traffic_April,Traffic,9633,137,90.94,3,167.46
2025-04-29,Facebook Ads,Facebook_Retargeting_April,Retargeting,29777,571,563.22,32,1674.77
2025-04-29,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,45976,1706,1806.1,82,6073.23
2025-04-29,Google Ads,Google_Awareness_April,Awareness,33445,2120,4100.0,5,185.72
2025-04-29,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,8697,404,572.53,13,1095.62
2025-04-29,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,46085,1292,1179.39,62,2921.9
2025-04-29,TikTok Ads,TikTok_Traffic_April,Traffic,46475,722,293.37,11,275.77
2025-04-29,TikTok Ads,TikTok_Awareness_April,Awareness,56650,606,415.4,0,0.0
2025-04-29,TikTok Ads,TikTok_Traffic_April,Traffic,16127,134,57.68,1,31.01
2025-04-30,Facebook Ads,Facebook_Retargeting_April,Retargeting,26146,604,651.86,30,1298.22
2025-04-30,Facebook Ads,Facebook_Retargeting_April,Retargeting,28519,707,710.38,23,1040.08
2025-04-30,Facebook Ads,Facebook_Retargeting_April,Retargeting,7878,162,171.99,7,327.66
2025-04-30,Google Ads,Google_Traffic_April,Traffic,21823,1555,2762.05,82,4912.03
2025-04-30,Google Ads,Google_Sales_Conversion_April,Sales_Conversion,31129,1355,1307.12,46,2807.16
2025-04-30,Google Ads,Google_Traffic_April,Traffic,38505,3286,4361.91,42,2397.15
2025-04-30,TikTok Ads,TikTok_Awareness_April,Awareness,40843,340,67.27,0,0.0
2025-04-30,TikTok Ads,TikTok_Sales_Conversion_April,Sales_Conversion,19030,135,50.64,0,0.0
2025-05-01,Facebook Ads,Facebook_Sales_Conversion_May,Sales_Conversion,31266,675,703.72,20,518.67
2025-05-01,Facebook Ads,Facebook_Retargeting_May,Retargeting,34930,413,342.49,20,678.84
2025-05-01,Facebook Ads,Facebook_Traffic_May,Traffic,14547,198,59.74,2,117.06
2025-05-01,Google Ads,Google_Sales_Conversion_May,Sales_Conversion,33953,1461,2221.43,32,1838.47
2025-05-01,Google Ads,Google_Sales_Conversion_May,Sales_Conversion,17435,1108,1430.7,27,1410.54
2025-05-01,TikTok Ads,TikTok_Retargeting_May,Retargeting,44753,537,383.52,8,184.69
2025-05-01,TikTok Ads,TikTok_Retargeting_May,Retargeting,45951,277,125.61,3,86.11
2025-05-01,TikTok Ads,TikTok_Awareness_May,Awareness,64997,414,297.74,0,0.0
2025-05-02,Facebook Ads,Facebook_Retargeting_May,Retargeting,6449,129,134.4,2,77.5
2025-05-02,Facebook Ads,Facebook_Traffic_May,Traffic,22627,299,349.03,4,152.61
2025-05-02,Facebook Ads,Facebook_Sales_Conversion_May,Sales_Conversion,11215,144,157.15,4,160.5
2025-05-02,Facebook Ads,Facebook_Sales_Conversion_May,Sales_Conversion,25409,216,41.28,6,341.38
2025-05-02,Google Ads,Google_Awareness_May,Awareness,15908,970,2252.43,1,80.29
2025-05-02,Google Ads,Google_Retargeting_May,Retargeting,30010,1871,2375.34,147,12599.21
2025-05-02,TikTok Ads,TikTok_Traffic_May,Traffic,32907,451,130.35,3,100.69
2025-05-02,TikTok Ads,TikTok_Sales_Conversion_May,Sales_Conversion,16056,139,42.23,2,73.14
2025-05-02,TikTok Ads,TikTok_Traffic_May,Traffic,14416,128,33.71,0,0.0
2025-05-03,Facebook Ads,Facebook_Awareness_May,Awareness,6842,107,66.24,0,0.0
2025-05-03,Facebook Ads,Facebook_Sales_Conversion_May,Sales_Conversion,28079,275,259.5,5,83.11
2025-05-03,Google Ads,Google_Traffic_May,Traffic,38693,3075,5980.74,165,9474.21
2025-05-03,Google Ads,Google_Retargeting_May,Retargeting,36068,2371,2563.26,145,7810.42
2025-05-03,Google Ads,Google_Retargeting_May,Retargeting,24987,1969,3784.78,176,9325.19
2025-05-03,TikTok Ads,TikTok_Awareness_May,Awareness,42527,311,156.28,0,0.0
2025-05-03,TikTok Ads,TikTok_Traffic_May,Traffic,11051,52,5.46,0,0.0
2025-05-03,TikTok Ads,TikTok_Traffic_May,Traffic,66844,406,68.78,2,62.09
2025-05-03,TikTok Ads,TikTok_Awareness_May,Awareness,68905,756,284.38,1,32.2
2025-05-04,Facebook Ads,Facebook_Awareness_May,Awareness,32595,474,508.46,1,33.31
2025-05-04,Facebook Ads,Facebook_Awareness_May,Awareness,9541,88,116.51,0,0.0
2025-05-04,Google Ads,Google_Sales_Conversion_May,Sales_Conversion,7399,324,712.02,14,545.82
2025-05-04,Google Ads,Google_Sales_Conversion_May,Sales_Conversion,27366,1074,2176.18,26,2068.24
2025-05-04,TikTok Ads,TikTok_Sales_Conversion_May,Sales_Conversion,39453,173,8.65,0,0.0
2025-05-04,TikTok Ads,TikTok_Awareness_May,Awareness,44338,236,67.58,0,0.0
2025-05-05,Facebook Ads,Facebook_Sales_Conversion_May,Sales_Conversion,32383,41,40.35,1,27.76
2025-05-05,Facebook Ads,Facebook_Traffic_May,Traffic,13731,179,97.33,5,114.28
2025-05-05,Facebook Ads,Facebook_Retargeting_May,Retargeting,42590,856,647.6,38,1693.09
2025-05-05,Facebook Ads,Facebook_Sales_Conversion_May,Sales_Conversion,30923,648,769.37,14,858.51
2025-05-05,Google Ads,Google_Sales_Conversion_May,Sales_Conversion,29437,981,948.38,66,3825.04
2025-05-05,Google Ads,Google_Awareness_May,Awareness,39287,2167,3538.36,7,401.74
2025-05-05,Google Ads,Google_Awareness_May,Awareness,7666,182,257.59,0,0.0
2025-05-05,Google Ads,Google_Awareness_May,Awareness,20893,804,916.75,3,200.39
2025-05-05,TikTok Ads,TikTok_Awareness_May,Awareness,26190,149,51.31,0,0.0
2025-05-05,TikTok Ads,TikTok_Traffic_May,Traffic,35571,321,134.56,3,94.37
2025-05-06,Facebook Ads,Facebook_Sales_Conversion_May,Sales_Conversion,51876,1100,1048.37,15,547.79
2025-05-06,Facebook Ads,Facebook_Retargeting_May,Retargeting,38061,640,421.84,31,1223.46
2025-05-06,Google Ads,Google_Awareness_May,Awareness,40097,1016,1840.85,4,203.49
2025-05-06,Google Ads,Google_Traffic_May,Traffic,44555,1028,1922.93,44,1515.59
2025-05-06,Google Ads,Google_Retargeting_May,Retargeting,39442,2719,3856.87,224,11280.79
2025-05-06,TikTok Ads,TikTok_Awareness_May,Awareness,71575,694,232.74,0,0.0
2025-05-06,TikTok Ads,TikTok_Sales_Conversion_May,Sales_Conversion,53091,281,75.39,3,30.0
2025-05-06,TikTok Ads,TikTok_Awareness_May,Awareness,62689,260,173.5,0,0.0
2025-05-06,TikTok Ads,TikTok_Sales_Conversion_May,Sales_Conversion,42948,468,167.09,2,55.48
2025-05-07,Facebook Ads,Facebook_Awareness_May,Awareness,15265,91,30.73,0,0.0
2025-05-07,Facebook Ads,Facebook_Traffic_May,Traffic,9704,161,229.59,3,167.96
2025-05-07,Facebook Ads,Facebook_Retargeting_May,Retargeting,28363,633,777.31,14,306.69
2025-05-07,Google Ads,Google_Retargeting_May,Retargeting,42532,1683,2222.88,107,9258.89
2025-05-07,Google Ads,Google_Awareness_May,Awareness,19608,1177,2571.12,5,546.95
2025-05-07,TikTok Ads,TikTok_Traffic_May,Traffic,33467,182,103.62,1,19.37
2025-05-07,TikTok Ads,TikTok_Awareness_May,Awareness,36263,302,228.54,0,0.0
2025-05-07,TikTok Ads,TikTok_Awareness_May,Awareness,42042,308,84.02,0,0.0
2025-05-07,TikTok Ads,TikTok_Awareness_May,Awareness,40947,162,53.5,0,0.0
2025-05-08,Facebook Ads,Facebook_Sales_Conversion_May,Sales_Conversion,35065,598,608.35,4,258.99
2025-05-08,Facebook Ads,Facebook_Awareness_May,Awareness,36317,501,521.76,1,30.67
2025-05-08,Facebook Ads,Facebook_Awareness_May,Awareness,21397,518,289.2,1,10.17
2025-05-08,Facebook Ads,Facebook_Retargeting_May,Retargeting,10101,218,113.71,3,200.73
2025-05-08,Google Ads,Google_Retargeting_May,Retargeting,8473,648,1311.68,16,818.46
2025-05-08,Google Ads,Google_Sales_Conversion_May,Sales_Conversion,29438,1260,1031.21,72,5038.23
2025-05-08,TikTok Ads,TikTok_Sales_Conversion_May,Sales_Conversion,15266,159,97.23,1,35.17
2025-05-08,TikTok Ads,TikTok_Sales_Conversion_May,Sales_Conversion,56491,401,237.78,4,207.79
2025-05-08,TikTok Ads,TikTok_Sales_Conversion_May,Sales_Conversion,54348,596,204.71,3,109.43
2025-05-08,TikTok Ads,TikTok_Sales_Conversion_May,Sales_Conversion,48902,353,17.65,2,36.06
2025-05-09,Facebook Ads,Facebook_Traffic_May,Traffic,43646,749,633.37,23,801.84
2025-05-09,Facebook Ads,Facebook_Traffic_May,Traffic,33640,379,369.82,14,522.03
2025-05-09,Facebook Ads,Facebook_Sales_Conversion_May,Sales_Conversion,46691,599,604.11,11,584.98
2025-05-09,Facebook Ads,Facebook_Awareness_May,Awareness,6485,73,24.66,0,0.0
2025-05-09,Google Ads,Google_Traffic_May,Traffic,21722,1167,2119.18,26,2488.5
2025-05-09,Google Ads,Google_Sales_Conversion_May,Sales_Conversion,28338,935,988.32,14,1019.37
2025-05-09,Google Ads,Google_Awareness_May,Awareness,34045,1977,3287.97,8,540.06
2025-05-09,TikTok Ads,TikTok_Sales_Conversion_May,Sales_Conversion,53927,142,111.15,2,52.22
2025-05-09,TikTok Ads,TikTok_Traffic_May,Traffic,12531,111,79.55,2,62.91
2025-05-09,TikTok Ads,TikTok_Sales_Conversion_May,Sales_Conversion,38917,314,96.89,4,147.97
2025-05-09,TikTok Ads,TikTok_Traffic_May,Traffic,22093,181,92.24,3,102.83
2025-05-10,Facebook Ads,Facebook_Traffic_May,Traffic,23815,268,192.67,7,383.7
2025-05-10,Facebook Ads,Facebook_Traffic_May,Traffic,45675,682,771.23,15,810.95
2025-05-10,Facebook Ads,Facebook_Traffic_May,Traffic,10133,168,195.05,5,228.19
2025-05-10,Google Ads,Google_Sales_Conversion_May,Sales_Conversion,25527,1110,1617.14,58,1935.96
2025-05-10,Google Ads,Google_Awareness_May,Awareness,15349,768,850.71,4,191.98
2025-05-10,TikTok Ads,TikTok_Awareness_May,Awareness,60825,391,125.54,0,0.0
2025-05-10,TikTok Ads,TikTok_Traffic_May,Traffic,28369,225,148.03,1,47.04
2025-05-10,TikTok Ads,TikTok_Traffic_May,Traffic,37477,323,16.15,3,96.17
2025-05-10,TikTok Ads,TikTok_Retargeting_May,Retargeting,30911,223,69.08,3,134.12
2025-05-11,Facebook Ads,Facebook_Awareness_May,Awareness,48397,547,741.01,1,46.25
2025-05-11,Facebook Ads,Facebook_Awareness_May,Awareness,46687,669,768.32,1,44.73
2025-05-11,Facebook Ads,Facebook_Traffic_May,Traffic,42349,635,199.84,20,571.66
2025-05-11,Facebook Ads,Facebook_Awareness_May,Awareness,31891,425,271.13,1,10.0
2025-05-11,Google Ads,Google_Sales_Conversion_May,Sales_Conversion,7460,298,633.0,10,652.26
2025-05-11,Google Ads,Google_Traffic_May,Traffic,26086,1081,870.98,47,3930.87
2025-05-11,TikTok Ads,TikTok_Awareness_May,Awareness,66937,204,98.25,0,0.0
2025-05-11,TikTok Ads,TikTok_Awareness_May,Awareness,36550,303,121.31,0,0.0
2025-05-12,Facebook Ads,Facebook_Awareness_May,Awareness,13969,109,86.91,0,0.0
2025-05-12,Facebook Ads,Facebook_Sales_Conversion_May,Sales_Conversion,44748,1071,1204.39,23,897.13
2025-05-12,Facebook Ads,Facebook_Retargeting_May,Retargeting,14909,337,213.78,7,402.18
2025-05-12,Facebook Ads,Facebook_Retargeting_May,Retargeting,35276,639,413.14,1,61.82
2025-05-12,Google Ads,Google_Retargeting_May,Retargeting,37372,1692,2769.79,122,9452.95
2025-05-12,Google Ads,Google_Retargeting_May,Retargeting,19970,1220,1642.32,62,4446.33
2025-05-12,Google Ads,Google_Retargeting_May,Retargeting,27764,1627,1107.34,134,9619.65
2025-05-12,TikTok Ads,TikTok_Awareness_May,Awareness,67160,456,257.88,0,0.0
2025-05-12,TikTok Ads,TikTok_Sales_Conversion_May,Sales_Conversion,67822,634,200.78,4,106.39
2025-05-12,TikTok Ads,TikTok_Retargeting_May,Retargeting,67775,747,534.9,19,974.52
2025-05-12,TikTok Ads,TikTok_Retargeting_May,Retargeting,67537,883,446.57,6,140.98
2025-05-13,Facebook Ads,Facebook_Traffic_May,Traffic,18003,231,167.61,9,444.13
2025-05-13,Facebook Ads,Facebook_Retargeting_May,Retargeting,47335,689,814.98,21,1154.27
2025-05-13,Google Ads,Google_Retargeting_May,Retargeting,41422,3409,3571.0,180,5177.31
2025-05-13,Google Ads,Google_Retargeting_May,Retargeting,41786,2689,3122.74,252,12548.44
2025-05-13,Google Ads,Google_Sales_Conversion_May,Sales_Conversion,14979,930,1197.07,13,635.55
2025-05-13,Google Ads,Google_Awareness_May,Awareness,12914,542,727.52,1,66.09
2025-05-13,TikTok Ads,TikTok_Traffic_May,Traffic,70838,423,247.84,5,206.52
2025-05-13,TikTok Ads,TikTok_Sales_Conversion_May,Sales_Conversion,36527,173,95.06,2,61.51
2025-05-13,TikTok Ads,TikTok_Awareness_May,Awareness,45588,431,349.1,0,0.0
2025-05-13,TikTok Ads,TikTok_Awareness_May,Awareness,43209,539,364.73,0,0.0
2025-05-14,Facebook Ads,Facebook_Awareness_May,Awareness,20730,446,288.11,1,60.32
2025-05-14,Facebook Ads,Facebook_Sales_Conversion_May,Sales_Conversion,31367,758,1073.98,11,202.58
2025-05-14,Google Ads,Google_Sales_Conversion_May,Sales_Conversion,43411,2584,5363.16,141,9328.96
2025-05-14,Google Ads,Google_Awareness_May,Awareness,10052,728,1853.12,3,211.21
2025-05-14,TikTok Ads,TikTok_Sales_Conversion_May,Sales_Conversion,21305,168,81.15,2,35.6
2025-05-14,TikTok Ads,TikTok_Sales_Conversion_May,Sales_Conversion,36979,287,216.69,2,107.53
2025-05-14,TikTok Ads,TikTok_Awareness_May,Awareness,71337,399,196.61,0,0.0
2025-05-14,TikTok Ads,TikTok_Traffic_May,Traffic,36485,220,125.22,3,30.0
2025-05-15,Facebook Ads,Facebook_Awareness_May,Awareness,51442,706,639.35,1,46.01
2025-05-15,Facebook Ads,Facebook_Sales_Conversion_May,Sales_Conversion,14178,107,75.31,3,137.69
2025-05-15,Facebook Ads,Facebook_Awareness_May,Awareness,46746,801,960.78,2,121.8
2025-05-15,Facebook Ads,Facebook_Traffic_May,Traffic,30998,480,170.93,23,686.47
2025-05-15,Google Ads,Google_Retargeting_May,Retargeting,42776,3478,5451.87,219,20868.01
2025-05-15,Google Ads,Google_Sales_Conversion_May,Sales_Conversion,6780,388,654.2,13,340.59
2025-05-15,Google Ads,Google_Awareness_May,Awareness,6616,337,571.33,1,90.64
2025-05-15,TikTok Ads,TikTok_Retargeting_May,Retargeting,32478,201,74.63,1,37.76
2025-05-15,TikTok Ads,TikTok_Retargeting_May,Retargeting,64385,264,93.95,2,77.23
2025-05-15,TikTok Ads,TikTok_Awareness_May,Awareness,46036,412,164.2,0,0.0
2025-05-15,TikTok Ads,TikTok_Sales_Conversion_May,Sales_Conversion,74971,555,138.57,3,100.45
2025-05-16,Facebook Ads,Facebook_Sales_Conversion_May,Sales_Conversion,40463,263,199.11,1,30.97
2025-05-16,Facebook Ads,Facebook_Sales_Conversion_May,Sales_Conversion,13567,223,126.41,7,359.99
2025-05-16,Google Ads,Google_Awareness_May,Awareness,26296,742,828.38,3,158.67
2025-05-16,Google Ads,Google_Awareness_May,Awareness,12061,598,1058.4,2,191.66
2025-05-16,Google Ads,Google_Sales_Conversion_May,Sales_Conversion,9687,452,504.39,11,455.54
2025-05-16,TikTok Ads,TikTok_Traffic_May,Traffic,24537,375,46.37,7,118.54
2025-05-16,TikTok Ads,TikTok_Sales_Conversion_May,Sales_Conversion,29109,246,53.48,2,20.0
2025-05-16,TikTok Ads,TikTok_Traffic_May,Traffic,58967,609,100.36,9,273.6
2025-05-17,Facebook Ads,Facebook_Traffic_May,Traffic,37306,795,574.37,17,869.95
2025-05-17,Facebook Ads,Facebook_Awareness_May,Awareness,47784,812,876.85,1,33.99
2025-05-17,Facebook Ads,Facebook_Traffic_May,Traffic,46884,1086,271.34,26,1172.96
2025-05-17,Google Ads,Google_Retargeting_May,Retargeting,32510,1794,2913.87,62,3522.85
2025-05-17,Google Ads,Google_Retargeting_May,Retargeting,18186,1621,2492.61,72,4651.24
2025-05-17,Google Ads,Google_Sales_Conversion_May,Sales_Conversion,45532,1255,1783.34,35,2054.54
2025-05-17,Google Ads,Google_Sales_Conversion_May,Sales_Conversion,6066,189,152.82,2,120.91
2025-05-17,TikTok Ads,TikTok_Awareness_May,Awareness,12888,147,54.24,0,0.0
2025-05-17,TikTok Ads,TikTok_Retargeting_May,Retargeting,43045,411,337.96,7,242.38
2025-05-17,TikTok Ads,TikTok_Retargeting_May,Retargeting,65416,799,269.19,1,28.94
2025-05-17,TikTok Ads,TikTok_Retargeting_May,Retargeting,13224,122,44.31,2,62.75
2025-05-18,Facebook Ads,Facebook_Awareness_May,Awareness,33505,481,199.71,1,35.53
2025-05-18,Facebook Ads,Facebook_Retargeting_May,Retargeting,7764,120,80.76,1,52.61
2025-05-18,Facebook Ads,Facebook_Awareness_May,Awareness,52312,763,516.55,1,71.44
2025-05-18,Facebook Ads,Facebook_Retargeting_May,Retargeting,7852,165,94.32,7,406.2
2025-05-18,Google Ads,Google_Retargeting_May,Retargeting,12701,951,1779.5,31,2185.39
2025-05-18,Google Ads,Google_Traffic_May,Traffic,35044,1358,1036.69,80,5527.5
2025-05-18,Google Ads,Google_Sales_Conversion_May,Sales_Conversion,30860,2413,2723.68,71,5056.71
2025-05-18,Google Ads,Google_Traffic_May,Traffic,10638,312,414.16,14,1282.28
2025-05-18,TikTok Ads,TikTok_Retargeting_May,Retargeting,52873,711,556.67,16,615.43
2025-05-18,TikTok Ads,TikTok_Sales_Conversion_May,Sales_Conversion,18961,179,12.8,1,32.45
2025-05-19,Facebook Ads,Facebook_Retargeting_May,Retargeting,44249,1505,1716.82,38,2072.8
2025-05-19,Facebook Ads,Facebook_Traffic_May,Traffic,6244,104,87.26,2,78.77
2025-05-19,Google Ads,Google_Traffic_May,Traffic,31049,1496,1553.54,91,6487.21
2025-05-19,Google Ads,Google_Sales_Conversion_May,Sales_Conversion,6388,217,641.35,4,290.52
2025-05-19,TikTok Ads,TikTok_Traffic_May,Traffic,58438,475,273.75,4,120.68
2025-05-19,TikTok Ads,TikTok_Traffic_May,Traffic,24546,107,63.97,0,0.0
2025-05-19,TikTok Ads,TikTok_Traffic_May,Traffic,9205,92,27.17,1,37.07
2025-05-19,TikTok Ads,TikTok_Retargeting_May,Retargeting,19713,250,92.35,3,55.01
2025-05-20,Facebook Ads,Facebook_Sales_Conversion_May,Sales_Conversion,26888,455,364.96,6,304.86
2025-05-20,Facebook Ads,Facebook_Retargeting_May,Retargeting,39952,793,837.77,39,2365.51
